498.00488,-436.80432,-4.7894874,0.55949587,-0.46982133,0.4388751,-0.52308786
498.0045,-436.80762,-4.789706,0.55923885,-0.4705544,0.43927684,-0.5223661
498.0013,-436.81015,-4.7893953,0.55933267,-0.4708679,0.43913683,-0.5221008
498.0021,-436.8091,-4.7892084,0.55936474,-0.4705611,0.4390813,-0.52238965
498.0033,-436.8097,-4.788919,0.5594219,-0.47062668,0.43902978,-0.52231264
498.00705,-436.8114,-4.789094,0.558602,-0.46962577,0.4397102,-0.5235174
498.00342,-436.81293,-4.78839,0.5591306,-0.4706957,0.43921635,-0.5224055
498.00198,-436.8091,-4.7886157,0.559438,-0.47046316,0.43894264,-0.52251595
498.00235,-436.8111,-4.78898,0.55932146,-0.47051436,0.43903255,-0.52251905
498.0008,-436.80905,-4.7887917,0.559427,-0.47065917,0.43901306,-0.52229196
498.00293,-436.8096,-4.7897296,0.5593851,-0.4707603,0.43893507,-0.5223113
498.0017,-436.81387,-4.7889876,0.559073,-0.47031567,0.4392425,-0.52278733
498.02124,-436.80652,-4.7873707,0.5627256,-0.4715565,0.43489262,-0.52138543
498.25897,-436.78305,-4.789663,0.57284015,-0.47980574,0.4253137,-0.51063573
498.52,-436.74698,-4.7861342,0.574939,-0.48024023,0.42406517,-0.5089039
498.89426,-436.69434,-4.786404,0.57829976,-0.48435265,0.42252064,-0.5024423
498.94727,-436.66608,-4.786954,0.61065596,-0.51138884,0.38892668,-0.46294358
498.9578,-436.60532,-4.786871,0.68779206,-0.57670933,0.28355584,-0.33755666
498.8726,-436.5749,-4.7860184,0.75957245,-0.6369001,0.085009016,-0.100903064
498.82114,-436.5596,-4.786768,0.75774634,-0.6356696,-0.09450441,0.113197155
498.76273,-436.58658,-4.788093,0.7049894,-0.59135795,-0.2518822,0.29973504
498.73166,-436.6344,-4.786847,0.63195443,-0.5312581,-0.36271414,0.4322463
498.7313,-436.67282,-4.787253,0.5577403,-0.46918747,-0.43967775,0.5248546
498.7399,-436.72058,-4.7876086,0.46065676,-0.38701656,-0.5128645,0.61235905
498.7502,-436.7557,-4.782496,0.347298,-0.29270858,-0.5726188,0.68250537
498.78265,-436.7962,-4.7804556,0.22023061,-0.1870224,-0.6152091,0.7335113
498.8128,-436.8019,-4.783008,0.07646934,-0.066002145,-0.6396187,0.7620263
498.84277,-436.88718,-4.7813683,-0.03515183,0.029175647,-0.6417485,0.7655534
498.92038,-437.27594,-4.7840843,-0.048611604,0.039583124,-0.6422942,0.76389015
498.9916,-437.86133,-4.78581,-0.047285177,0.040107686,-0.64010483,0.76578146
499.08246,-438.50018,-4.785883,-0.050347403,0.042413697,-0.6403904,0.7652231
499.17554,-439.17606,-4.785048,-0.052815612,0.043393858,-0.640477,0.7649292
499.2735,-439.87094,-4.786049,-0.04446128,0.036879987,-0.64225644,0.76430994
499.30936,-440.54233,-4.786515,-0.018759012,0.015597999,-0.6417753,0.7665046
499.35815,-441.41187,-4.786474,-0.02337163,0.017824717,-0.64293826,0.7653538
499.41074,-442.30685,-4.7849064,-0.019400945,0.015869746,-0.6420985,0.7662123
499.46353,-443.22943,-4.78524,-0.020415721,0.015212657,-0.64270955,0.76568675
499.5227,-444.15604,-4.7816243,-0.02273557,0.015344527,-0.6420782,0.7661483
